Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
11092896938,"Feb 27, 2024, 2:31:41 PM",Afternoon Workout,Workout,,3547,0,,,false,,,activities/11857596771.fit.gz,,,3547.0,3547.0,0.0,0.0,0.0,0.0,0.0,15.6,15.6,0.0,0.0,,,,,,,,,551.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092896958,"Mar 31, 2024, 3:40:36 PM",Evening Ride,Ride,,3710,15.87,,,false,,,activities/11857596737.fit.gz,,,3710.0,3453.0,15871.7,9.21,4.596,73.0,140.0,11.0,30.8,8.9,-0.1,,,,,,,,,471.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.278,4221.3,,,,,,,,,,,,,,,,,""
11092896988,"Apr 1, 2024, 1:56:30 PM",Afternoon Walk,Walk,,6527,7.17,,,false,,,activities/11857596757.fit.gz,,,6527.0,6133.0,7174.7,2.322,1.17,44.0,48.0,15.2,39.0,23.8,-0.1,,,76.0,54.0,,,,,515.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.099,5843.1,,,,10950.0,,,,,,,,,,,,,""
11092897001,"Mar 6, 2024, 7:58:21 AM",Morning Workout,Workout,,3789,0,,,false,,,activities/11857596806.fit.gz,,,3789.0,3789.0,0.0,0.0,0.0,0.0,0.0,4.6,4.6,0.0,0.0,,,,,,,,,537.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897011,"Mar 26, 2024, 2:31:10 PM",Afternoon Workout,Workout,,3665,0,,,false,,,activities/11857596805.fit.gz,,,3665.0,3665.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,0.0,0.0,,,,,,,,,499.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897015,"Feb 10, 2024, 8:00:11 AM",Morning Workout,Workout,,3711,0,,,false,,,activities/11857596794.fit.gz,,,3711.0,3711.0,0.0,0.0,0.0,0.0,0.0,-2.4,-2.4,0.0,0.0,,,,,,,,,428.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897019,"Mar 12, 2024, 2:48:31 PM",Afternoon Workout,Workout,,2754,0,,,false,,,activities/11857596814.fit.gz,,,2754.0,2754.0,0.0,0.0,0.0,0.0,0.0,19.2,20.4,0.0,0.0,,,,,,,,,409.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897025,"Mar 9, 2024, 9:49:27 AM",Lunch Row,Rowing,,12036,"7,685",,,false,,,activities/11857596755.fit.gz,,,12036.0,6493.0,7685.1,5.079,1.184,14.7,25.3,-23.8,1.3,28.7,0.0,,,44.0,26.0,,,,,707.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.639,0.0,,,,,,,,,,,,,,,,,""
11092897028,"Feb 20, 2024, 9:31:23 AM",Lunch Ride,Ride,,5940,11.39,,,false,,,activities/11857596784.fit.gz,,,5940.0,4102.0,11392.2,7.31,2.777,191.0,199.0,193.6,351.2,45.8,-0.1,,,,,,,,,608.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.918,11219.9,,,,,,,,,,,,,,,,,""
11092897043,"Mar 17, 2024, 2:59:31 PM",Afternoon Workout,Workout,,3704,0,,,false,,,activities/11857596845.fit.gz,,,3704.0,3704.0,0.0,0.0,0.0,0.0,0.0,18.8,18.8,0.0,0.0,,,,,,,,,607.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897051,"Feb 13, 2024, 6:41:25 PM",Evening Pilates,Workout,,908,0,,,false,,,activities/11857596812.fit.gz,,,908.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,78.0,65.0,,,,,66.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897058,"Jan 7, 2024, 3:02:52 PM",Afternoon Workout,Workout,,3579,0,,,false,,,activities/11857596824.fit.gz,,,3579.0,3579.0,0.0,0.0,0.0,0.0,0.0,22.6,22.6,0.0,0.0,,,,,,,,,533.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897066,"Feb 15, 2024, 2:32:38 PM",Afternoon Workout,Workout,,3656,0,,,false,,,activities/11857596793.fit.gz,,,3656.0,3656.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,,,,,,,,,597.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897073,"Mar 2, 2024, 8:06:19 AM",Morning Workout,Workout,,6631,0,,,false,,,activities/11857596842.fit.gz,,,6631.0,6631.0,0.0,0.0,0.0,0.0,0.0,11.2,24.8,0.0,0.0,,,,,,,,,557.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897075,"Feb 11, 2024, 1:56:12 PM",Afternoon Workout,Workout,,1573,0,,,false,,,activities/11857596802.fit.gz,,,1573.0,1573.0,0.0,0.0,0.0,0.0,0.0,-2.4,0.2,0.0,0.0,,,,,,,,,208.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897081,"Apr 1, 2024, 5:21:48 PM",Evening Workout,Workout,,913,0,,,false,,,activities/11857596797.fit.gz,,,913.0,913.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,,,,,,,,,130.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897092,"Feb 21, 2024, 10:21:19 AM",Lunch Nordic Ski,Nordic Ski,,7861,7.68,,,false,,,activities/11857596846.fit.gz,,,7861.0,4506.0,7679.7,9.452,1.704,103.0,60.0,270.8,309.4,33.2,0.0,,,,,,,,,556.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.977,6116.6,,,,,,,,,,,,,,,,,""
11092897096,"Jan 5, 2024, 8:02:41 AM",Morning Workout,Workout,,3296,0,,,false,,,activities/11857596841.fit.gz,,,3296.0,3296.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,0.0,0.0,,,,,,,,,418.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897113,"Mar 19, 2024, 3:23:18 PM",Afternoon Ride,Ride,,4101,13.45,,,false,,,activities/11857596754.fit.gz,,,4101.0,3523.0,13452.5,8.244,3.818,51.0,50.0,19.4,46.6,41.7,0.0,,,,,,,,,382.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.28,2369.6,,,,,,,,,,,,,,,,,""
11092897115,"Mar 31, 2024, 11:38:52 AM",Afternoon Ride,Ride,,2037,5.29,,,false,,,activities/11857596828.fit.gz,,,2037.0,1269.0,5292.6,7.718,4.171,38.0,25.0,65.2,84.2,22.0,0.3,,,,,,,,,225.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.598,1479.7,,,,,,,,,,,,,,,,,""
11092897121,"Feb 19, 2024, 10:54:14 AM",Lunch Walk,Walk,,14617,13.20,,,false,,,activities/11857596907.fit.gz,,,14617.0,14617.0,13204.8,1.68,0.903,258.0,253.0,191.0,438.4,48.1,0.0,,,79.0,50.0,,,,,1059.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.903,0.0,,,,11030.0,,,,,,,,,,,,,""
11092897128,"Feb 20, 2024, 11:38:58 AM",Afternoon Ride,Ride,,8310,16.13,,,false,,,activities/11857596899.fit.gz,,,8310.0,5280.0,16135.8,6.993,3.056,199.0,160.0,234.4,325.6,32.8,0.0,,,,,,,,,761.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.942,15501.3,,,,,,,,,,,,,,,,,""
11092897135,"Feb 10, 2024, 1:32:05 PM",Afternoon Ride,Ride,,2260,0,,,false,,,activities/11857596783.fit.gz,,,2260.0,2260.0,0.0,0.0,0.0,0.0,0.0,-1.6,19.6,0.0,0.0,,,,,,,,,260.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11092897147,"Mar 23, 2024, 12:15:12 PM",Afternoon Walk,Walk,,850,3.33,,,false,,,activities/11857596876.fit.gz,,,850.0,791.0,3330.6,6.228,4.211,45.0,11.0,70.8,82.0,8.7,0.0,,,52.0,46.0,,,,,100.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.918,1272.4,,,,38.0,,,,,,,,,,,,,""
11092897155,"Mar 30, 2024, 3:12:03 PM",Afternoon Ride,Ride,,7098,24.89,,,false,,,activities/11857596843.fit.gz,,,7098.0,5618.0,24898.0,10.574,4.432,142.0,122.0,5.4,34.8,40.6,0.0,,,,,,,,,638.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.508,2263.3,,,,,,,,,,,,,,,,,""
11092897207,"Feb 25, 2024, 3:32:40 PM",Afternoon Pilates,Workout,,933,0,,,false,,,activities/11857596786.fit.gz,,,933.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71.0,57.0,,,,,56.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11106706570,"Apr 4, 2024, 3:01:58 PM",Evening Workout,Workout,,3242,0,185.0,52,false,,,activities/11871838654.fit.gz,,,3242.0,3242.0,0.0,0.0,0.0,0.0,0.0,8.2,8.2,0.0,0.0,,,,,185.0,144.0,,,457.0,,,52.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11121563084,"Apr 6, 2024, 3:30:22 PM",Evening Ride,Ride,,10124,21.91,156.0,26,false,,,activities/11887144425.fit.gz,,,10124.0,5469.0,21909.2,9.236,4.006,123.0,123.0,9.2,38.4,9.4,0.0,,,,,156.0,121.0,,,552.0,,,26.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.164,3809.2,,,,,,,,,,,,,,,,,""
11143730189,"Apr 9, 2024, 3:20:36 PM",Evening Ride,Ride,,8571,18.96,142.0,13,false,,,activities/11910050941.fit.gz,,,8571.0,4497.0,18965.4,14.784,4.217,76.0,72.0,6.0,26.0,25.5,0.0,,,,,142.0,107.0,,,392.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.213,5090.4,,,,,,,,,,,,,,,,,""
11166212547,"Apr 12, 2024, 2:03:19 PM",Afternoon Workout,Workout,,3731,0,147.0,8,false,,,activities/11933105665.fit.gz,,,3731.0,3731.0,0.0,0.0,0.0,0.0,0.0,19.0,26.8,0.0,0.0,,,,,147.0,96.0,,,225.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11166215810,"Apr 12, 2024, 3:57:03 PM",Evening Ride,Ride,,4538,24.46,154.0,34,false,,,activities/11933108934.fit.gz,,,4538.0,4306.0,24468.9,10.026,5.683,114.0,116.0,14.8,47.4,49.2,0.0,,,,,154.0,131.0,,,508.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.392,4587.4,,,,,,,,,,,,,,,,,""
11196791319,"Apr 13, 2024, 7:03:53 AM",Morning Workout,Workout,,3501,0,183.0,53,false,,,activities/11964619498.fit.gz,,,3501.0,3501.0,0.0,0.0,0.0,0.0,0.0,23.6,23.6,0.0,0.0,,,,,183.0,141.0,,,493.0,,,53.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11196791680,"Apr 14, 2024, 4:49:56 PM",Evening Workout,Workout,,909,0,178.0,23,false,,,activities/11964620110.fit.gz,,,909.0,909.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,,,,,178.0,153.0,,,144.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11196795094,"Apr 15, 2024, 9:45:38 AM",Lunch Ride,Ride,,3244,10.55,149.0,9,false,,,activities/11964623474.fit.gz,,,3244.0,2064.0,10556.4,8.902,5.115,35.0,39.0,22.6,37.8,46.1,0.0,,,,,149.0,123.0,,,251.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.254,1892.8,,,,,,,,,,,,,,,,,""
11196798253,"Apr 16, 2024, 12:31:26 PM",Afternoon Workout,Workout,,3720,0,177.0,22,false,,,activities/11964626540.fit.gz,,,3720.0,3720.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,,,,,177.0,120.0,,,375.0,,,22.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11219179608,"Apr 19, 2024, 3:30:15 PM",Evening Ride,Ride,,4028,12.56,169.0,39,false,,,activities/11987567895.fit.gz,,,4028.0,3589.0,12565.1,8.316,3.501,88.0,147.0,-34.6,-4.4,25.6,0.0,,,,,169.0,136.0,,,498.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,,1713538816.0,3.0,3.7,0.2,-4.3,0.56,1007.0,4.0,8.3,12.0,0.0,1713495552.0,1713550080.0,0.375,,,0.0,1.0,0.96,26705.0,1.0,,,,,0.0,3.119,11653.7,,,,,,,,,,,,,,,,,""
11224904255,"Apr 20, 2024, 7:00:49 AM",Morning Workout,Workout,,3334,0,183.0,24,false,,,activities/11993476466.fit.gz,,,3334.0,3334.0,0.0,0.0,0.0,0.0,0.0,17.4,17.4,0.0,0.0,,,,,183.0,129.0,,,383.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11233067750,"Apr 21, 2024, 11:36:56 AM",Afternoon Ride,Ride,,1706,4.98,155.0,8,false,,,activities/12001902304.fit.gz,,,1706.0,1055.0,4979.6,8.036,4.72,36.0,23.0,2.6,22.0,19.9,0.3,,,,,155.0,132.0,,,196.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,1713697152.0,3.0,1.7,-2.3,-7.1,0.52,1029.2,4.2,8.9,36.0,0.0,1713668096.0,1713723136.0,0.375,,,0.0,1.0,0.79,35099.0,2.0,,,,,0.0,2.919,1227.2,,,,,,,,,,,,,,,,,""
11233070434,"Apr 21, 2024, 2:44:50 PM",Afternoon Ride,Ride,,3011,12.54,172.0,40,false,,,activities/12001904995.fit.gz,,,3011.0,2910.0,12548.3,8.456,4.312,58.0,74.0,3.0,27.0,21.1,-0.1,,,,,172.0,139.0,,,415.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,,1713708032.0,3.0,2.5,-1.3,-6.6,0.51,1029.5,4.1,8.4,39.0,0.0,1713668096.0,1713723136.0,0.375,,,0.0,1.0,0.91,34213.0,1.0,,,,,0.0,4.167,7343.7,,,,,,,,,,,,,,,,,""
11272715203,"Apr 26, 2024, 7:00:22 AM",Morning Workout,Workout,,3500,0,183.0,42,false,,,activities/12042944837.fit.gz,,,3500.0,3500.0,0.0,0.0,0.0,0.0,0.0,36.6,36.6,0.0,0.0,,,,,183.0,137.0,,,447.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11284158990,"Apr 28, 2024, 10:21:03 AM",Afternoon Ride,Ride,,9779,34.73,176.0,112,false,,,activities/12054690304.fit.gz,,,9779.0,6025.0,34735.7,11.148,5.765,150.0,145.0,27.0,60.2,13.2,0.0,,,,,176.0,145.0,,,879.0,,,112.0,,,,,,,,,,,,,0.0,,1.0,,1714298368.0,3.0,6.2,5.4,1.5,0.72,1025.0,1.2,3.7,288.0,0.0,1714271616.0,1714329088.0,0.625,,,0.49,5.0,0.89,16682.0,2.0,,,,,0.0,3.552,3761.0,,,,,,,,,,,,,,,,,""
11302300008,"Apr 30, 2024, 2:11:16 PM",Afternoon Ride,Ride,,4137,18.55,149.0,15,false,,,activities/12073373652.fit.gz,,,4137.0,3759.0,18558.5,9.821,4.937,85.0,166.0,-88.6,-60.2,21.7,0.1,,,,,149.0,120.0,,,383.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,1714485632.0,1.0,11.8,10.9,4.3,0.6,1029.9,2.2,5.3,291.0,0.0,1714444032.0,1714502272.0,0.625,,,0.0,1.0,0.15,15653.0,2.0,,,,,0.0,4.486,3545.8,,,,,,,,,,,,,,,,,""
11302302124,"Apr 30, 2024, 8:35:35 PM",Night Ride,Ride,,4203,17.46,135.0,13,false,,,activities/12073375813.fit.gz,,,4203.0,4087.0,17459.1,8.03,4.272,184.0,79.0,36.8,66.4,21.1,-0.1,,,,,135.0,114.0,,,357.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,1714507264.0,1.0,7.2,6.4,3.6,0.78,1030.0,1.3,2.5,357.0,0.0,1714444032.0,1714502144.0,0.625,,,0.0,1.0,0.14,16484.0,0.0,,,,,0.0,4.154,3522.0,,,,,,,,,,,,,,,,,""
11324640800,"May 3, 2024, 3:03:26 PM",Evening Workout,Workout,,4961,0,146.0,15,false,,,activities/12096336907.fit.gz,,,4961.0,4961.0,0.0,0.0,0.0,0.0,0.0,58.4,59.8,0.0,0.0,,,,,146.0,109.0,,,376.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11340312938,"May 5, 2024, 8:16:58 AM",Lunch Workout,Workout,,4777,0,155.0,23,false,,,activities/12112481500.fit.gz,,,4777.0,4777.0,0.0,0.0,0.0,0.0,0.0,20.8,20.8,0.0,0.0,,,,,155.0,123.0,,,474.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
11340313389,"May 5, 2024, 5:00:29 PM",Evening Walk,Walk,,600,0.89,105.0,1,false,,,activities/12112482018.fit.gz,,,600.0,600.0,892.2,2.134,1.487,2.0,2.0,-87.8,-83.4,6.1,0.1,,,60.0,58.0,105.0,98.0,,,49.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1714928384.0,3.0,10.4,9.4,1.0,0.52,1012.2,2.8,5.8,3.0,0.0,1714875136.0,1714935040.0,0.875,,,0.0,1.0,0.9,28703.0,0.0,,,,,0.0,1.487,0.0,,,,1152.0,,,,,,,,,,,,,""
