Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
12289035624,"Aug 5, 2024, 12:35:16 PM",Afternoon Hike,Hike,,2861,2.27,,,false,,,activities/13100210307.fit.gz,,,2861.0,2553.0,2271.3,1.391,0.89,44.0,0.0,801.4,849.2,16.9,2.0,,,79.0,48.0,,,,,370.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.794,0.0,,,,3632.0,,,,,,,3632.0,,,,,,""
12289035634,"Jun 18, 2024, 3:20:07 PM",Evening Ride,Ride,,1623,7.15,,,false,,,activities/13100210432.fit.gz,,,1623.0,1559.0,7154.6,7.587,4.589,34.0,38.0,-1.4,13.2,6.7,-0.1,,,,,,,,,177.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.408,3342.4,,,,,,,,,,,,,,,,,""
12289035637,"Jul 30, 2024, 12:58:22 PM",Afternoon Hike,Hike,,6448,4.62,,,false,,,activities/13100210347.fit.gz,,,6448.0,4606.0,4625.5,4.315,1.004,27.0,237.0,272.0,486.6,41.8,-4.6,,,80.0,50.0,,,,,416.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.717,4625.5,,,,6960.0,,,,,,,6960.0,,,,,,""
12289035735,"Aug 25, 2024, 3:04:15 PM",Evening Workout,Workout,,648,0,,,false,,,activities/13100210538.fit.gz,,,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,76.0,,,,,,""
12289035763,"Jun 5, 2024, 3:33:26 PM",Evening Workout,Workout,,649,0,,,false,,,activities/13100210532.fit.gz,,,649.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,116.0,,,,,,""
12289035764,"Jun 15, 2024, 9:39:13 AM",Lunch Walk,Walk,,1960,2.64,,,false,,,activities/13100210482.fit.gz,,,1960.0,1960.0,2644.8,1.977,1.349,37.0,19.0,12.8,33.2,17.3,-0.1,,,104.0,52.0,,,,,178.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.349,2170.8,,,,3418.0,,,,,,,,,,,,,""
12289035771,"Jun 20, 2024, 3:31:32 PM",Evening Run,Run,,1360,3.24,,,false,,,activities/13100210552.fit.gz,,,1360.0,1337.0,3246.0,3.762,2.428,11.0,12.0,8.0,18.8,23.1,0.0,,,93.0,72.0,,,,,261.0,,,,,,,,,,,,,,,,0.0,,1.0,3271.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.387,2383.9,,,,3210.0,,,,,2.447,,,,,,,,""
12289035774,"Aug 5, 2024, 6:33:32 AM",Morning Hike,Hike,,2291,2.17,,,false,,,activities/13100210562.fit.gz,,,2291.0,2222.0,2177.9,1.77,0.98,14.0,33.0,801.8,830.4,21.4,-1.0,,,55.0,50.0,,,,,361.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.951,0.0,,,,3426.0,,,,,,,3426.0,,,,,,""
12289035777,"Jun 2, 2024, 1:57:53 PM",Afternoon Run,Run,,900,2.14,,,false,,,activities/13100210557.fit.gz,,,900.0,891.0,2143.9,5.157,2.406,8.0,36.0,9.6,41.0,21.2,-1.3,,,93.0,73.0,,,,,167.0,,,,,,,,,,,,,,,,0.0,,1.0,2133.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.382,1395.3,,,,2154.0,,,,,2.395,,,,,,,,""
12289035778,"Aug 14, 2024, 4:01:35 PM",Evening Run,Run,,725,1.95,,,false,,,activities/13100210561.fit.gz,,,725.0,722.0,1951.5,5.277,2.703,10.0,9.0,8.0,16.6,14.1,0.1,,,78.0,75.0,,,,,152.0,,,,,,,,,,,,,,,,0.0,,1.0,1987.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.692,1514.6,,,,1808.0,,,,,2.753,,,,,,,,""
12289035780,"Aug 4, 2024, 3:44:42 PM",Afternoon Hike,Hike,,3440,2.64,,,false,,,activities/13100210489.fit.gz,,,3440.0,2568.0,2641.8,1.716,1.029,82.0,77.0,818.4,891.6,45.4,0.1,,,115.0,50.0,,,,,465.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.768,0.0,,,,4002.0,,,,,,,4002.0,,,,,,""
12289035792,"Jul 2, 2024, 2:41:39 PM",Afternoon Ride,Ride,,2521,12.03,,,false,,,activities/13100210478.fit.gz,,,2521.0,2501.0,12038.0,8.302,4.813,47.0,47.0,-0.4,18.8,13.2,0.0,,,,,,,,,287.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.775,4501.6,,,,,,,,,,,,,,,,,""
12289035801,"Jul 29, 2024, 8:19:51 AM",Lunch Hike,Hike,,6535,4.55,,,false,,,activities/13100210536.fit.gz,,,6535.0,4942.0,4552.9,1.962,0.921,125.0,110.0,155.2,269.2,46.9,0.3,,,80.0,49.0,,,,,769.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.697,4309.1,,,,7498.0,,,,,,,7498.0,,,,,,""
12289035802,"Jul 24, 2024, 12:16:19 PM",Afternoon Workout,Workout,,885,0,,,false,,,activities/13100210579.fit.gz,,,885.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,116.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,84.0,,,,,,""
12289035810,"Jun 26, 2024, 4:00:58 PM",Evening Workout,Workout,,740,0,,,false,,,activities/13100210613.fit.gz,,,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,80.0,,,,,,""
12289035824,"Aug 7, 2024, 5:53:31 AM",Morning Hike,Hike,,14263,10.49,,,false,,,activities/13100210507.fit.gz,,,14263.0,10073.0,10489.1,1.795,1.041,40.0,434.0,409.2,804.2,49.8,-3.8,,,79.0,51.0,,,,,1434.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.735,0.0,,,,14768.0,,,,,,,14768.0,,,,,,""
12289035832,"Jul 24, 2024, 5:42:30 PM",Evening Walk,Walk,,1078,1.47,,,false,,,activities/13100210589.fit.gz,,,1078.0,1078.0,1475.3,1.82,1.369,4.0,2.0,12.4,18.0,8.4,0.1,,,55.0,53.0,,,,,97.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.369,594.2,,,,1886.0,,,,,,,,,,,,,""
12289035854,"Jun 18, 2024, 4:30:24 PM",Evening Ride,Ride,,3076,8.05,,,false,,,activities/13100210609.fit.gz,,,3076.0,1891.0,8050.6,8.152,4.257,31.0,27.0,-2.2,8.4,35.7,0.1,,,,,,,,,196.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.617,2226.0,,,,,,,,,,,,,,,,,""
12289035855,"Jun 22, 2024, 12:01:23 PM",Afternoon Ride,Ride,,17720,55.50,,,false,,,activities/13100210549.fit.gz,,,17720.0,11639.0,55500.3,10.218,4.768,291.0,289.0,-4.8,20.8,20.2,0.0,,,,,,,,,1353.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.132,16634.1,,,,,,,,,,,,,,,,,""
12289035949,"Jul 1, 2024, 4:00:49 PM",Evening Workout,Workout,,604,0,,,false,,,activities/13100210650.fit.gz,,,604.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,41.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,34.0,,,,,,""
12289035955,"Jun 12, 2024, 2:09:02 PM",Afternoon Workout,Workout,,1099,0,,,false,,,activities/13100210743.fit.gz,,,1099.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,121.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,68.0,,,,,,""
12289035958,"Jun 19, 2024, 2:50:28 PM",Afternoon Workout,Workout,,645,0,,,false,,,activities/13100210708.fit.gz,,,645.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,78.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,116.0,,,,,,""
12289035961,"Jun 10, 2024, 4:04:38 PM",Evening Workout,Workout,,427,0,,,false,,,activities/13100210777.fit.gz,,,427.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,32.0,,,,,,""
12289035962,"Aug 5, 2024, 2:46:56 PM",Afternoon Hike,Hike,,1132,0.47,,,false,,,activities/13100210745.fit.gz,,,1132.0,482.0,475.3,1.411,0.986,4.0,2.0,851.2,857.4,47.6,0.5,,,52.0,48.0,,,,,111.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.42,0.0,,,,670.0,,,,,,,670.0,,,,,,""
12289035965,"May 30, 2024, 4:51:43 PM",Evening Workout,Workout,,644,0,,,false,,,activities/13100210786.fit.gz,,,644.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,89.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,210.0,,,,,,""
12289035972,"May 31, 2024, 5:30:07 PM",Evening Ride,Ride,,1157,4.97,,,false,,,activities/13100210684.fit.gz,,,1157.0,1157.0,4971.4,6.992,4.297,13.0,7.0,-0.4,9.6,4.4,0.2,,,,,,,,,106.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.297,294.4,,,,,,,,,,,,,,,,,""
12289035981,"Jun 27, 2024, 2:40:18 PM",Afternoon Run,Run,,1475,3.58,,,false,,,activities/13100210689.fit.gz,,,1475.0,1475.0,3583.3,4.09,2.429,20.0,18.0,9.0,19.2,10.6,0.1,,,77.0,72.0,,,,,285.0,,,,,,,,,,,,,,,,0.0,,1.0,3634.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.429,2695.3,,,,3500.0,,,,,2.464,,,,,,,,""
12289035986,"Jul 7, 2024, 3:47:27 PM",Evening Ride,Ride,,1961,5.63,,,false,,,activities/13100210736.fit.gz,,,1961.0,1115.0,5637.1,7.92,5.056,25.0,26.0,9.8,19.0,11.9,0.0,,,,,,,,,145.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.875,1593.2,,,,,,,,,,,,,,,,,""
12289035988,"Jul 21, 2024, 6:31:25 PM",Night Ride,Ride,,3155,6.49,,,false,,,activities/13100210667.fit.gz,,,3155.0,1475.0,6495.9,7.187,4.404,39.0,19.0,-13.0,12.6,11.7,0.3,,,,,,,,,144.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.059,2896.1,,,,,,,,,,,,,,,,,""
12289035989,"Aug 17, 2024, 10:41:45 AM",Afternoon Ride,Ride,,681,2.34,,,false,,,activities/13100210731.fit.gz,,,681.0,575.0,2340.2,6.44,4.07,9.0,15.0,-2.0,8.4,8.2,-0.1,,,,,,,,,74.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.436,1014.5,,,,,,,,,,,,,,,,,""
12289035993,"Jul 21, 2024, 5:07:20 PM",Evening Row,Rowing,,3917,"5,081",,,false,,,activities/13100210698.fit.gz,,,3917.0,3716.0,5080.7,2.161,1.367,36.5,36.9,1.4,21.2,40.8,0.0,,,133.0,27.0,,,,,279.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.297,5080.7,,,,,,,,,,,,,,,,,""
12289036019,"Jul 15, 2024, 5:03:43 PM",Evening Ride,Ride,,3383,11.84,,,false,,,activities/13100210643.fit.gz,,,3383.0,2507.0,11840.6,8.67,4.723,41.0,47.0,-1.4,19.2,10.6,0.0,,,,,,,,,311.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.5,4037.7,,,,,,,,,,,,,,,,,""
12289036025,"Aug 6, 2024, 11:32:40 AM",Afternoon Hike,Hike,,8196,6.43,,,false,,,activities/13100210778.fit.gz,,,8196.0,6396.0,6434.1,1.67,1.006,199.0,203.0,800.4,989.0,48.9,0.0,,,79.0,49.0,,,,,936.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.785,0.0,,,,10062.0,,,,,,,10062.0,,,,,,""
12289036028,"Jun 6, 2024, 4:27:13 PM",Evening Ride,Ride,,8852,10.52,,,false,,,activities/13100210776.fit.gz,,,8852.0,2629.0,10519.7,7.312,4.001,30.0,43.0,-2.4,21.8,11.1,0.0,,,,,,,,,234.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.188,3128.1,,,,,,,,,,,,,,,,,""
12289036056,"Jul 31, 2024, 7:40:16 AM",Morning Hike,Hike,,24048,13.65,,,false,,,activities/13100210635.fit.gz,,,24048.0,12273.0,13653.3,2.514,1.112,150.0,250.0,160.4,274.8,48.3,-0.8,,,80.0,51.0,,,,,1595.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.568,13653.3,,,,17142.0,,,,,,,17142.0,,,,,,""
12289036127,"May 28, 2024, 2:16:10 PM",Afternoon Run,Run,,600,1.45,,,false,,,activities/13100210958.fit.gz,,,600.0,600.0,1450.2,3.297,2.417,0.0,0.0,11.6,13.2,2.0,0.1,,,83.0,77.0,,,,,105.0,,,,,,,,,,,,,,,,0.0,,1.0,1452.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.417,1385.6,,,,1528.0,,,,,2.421,,,,,,,,""
12289036130,"Aug 20, 2024, 3:44:39 PM",Evening Workout,Workout,,1096,0,,,false,,,activities/13100210998.fit.gz,,,1096.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,152.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,154.0,,,,,,""
12289036141,"Jul 26, 2024, 9:38:45 PM",Night Ride,Ride,,707,2.82,,,false,,,activities/13100210887.fit.gz,,,707.0,692.0,2824.6,7.333,4.082,14.0,11.0,-1.6,9.4,5.3,0.1,,,,,,,,,70.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.995,881.2,,,,,,,,,,,,,,,,,""
12289036151,"Jun 11, 2024, 4:08:19 PM",Evening Run,Run,,1020,2.45,,,false,,,activities/13100210838.fit.gz,,,1020.0,1014.0,2455.9,3.525,2.422,9.0,13.0,-3.4,11.2,20.4,-0.2,,,77.0,73.0,,,,,192.0,,,,,,,,,,,,,,,,0.0,,1.0,2468.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.408,1945.2,,,,2446.0,,,,,2.435,,,,,,,,""
12289036160,"Jun 13, 2024, 1:42:59 PM",Afternoon Run,Run,,1744,4.05,,,false,,,activities/13100210840.fit.gz,,,1744.0,1744.0,4055.3,3.263,2.325,21.0,22.0,5.6,16.6,17.2,-0.1,,,79.0,73.0,,,,,328.0,,,,,,,,,,,,,,,,0.0,,1.0,4103.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.325,3318.6,,,,4198.0,,,,,2.353,,,,,,,,""
12289036163,"Aug 6, 2024, 8:17:27 AM",Morning Hike,Hike,,2436,1.15,,,false,,,activities/13100210935.fit.gz,,,2436.0,1026.0,1157.1,1.49,1.128,6.0,19.0,801.8,824.0,49.2,-1.2,,,77.0,50.0,,,,,300.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.475,0.0,,,,1694.0,,,,,,,1694.0,,,,,,""
12289036167,"Aug 6, 2024, 8:03:22 PM",Night Hike,Hike,,2041,1.15,,,false,,,activities/13100210977.fit.gz,,,2041.0,1239.0,1152.9,1.565,0.93,5.0,19.0,798.6,823.4,15.2,-1.6,,,79.0,47.0,,,,,166.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.565,0.0,,,,1822.0,,,,,,,1822.0,,,,,,""
12289036183,"Jul 29, 2024, 11:55:34 AM",Afternoon Hike,Hike,,3591,2.10,,,false,,,activities/13100210903.fit.gz,,,3591.0,2400.0,2107.3,3.077,0.878,27.0,20.0,160.6,171.4,49.9,0.2,,,81.0,48.0,,,,,420.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.587,1623.3,,,,3698.0,,,,,,,3698.0,,,,,,""
12289036188,"Jul 20, 2024, 3:50:45 PM",Evening Ride,Ride,,5320,13.78,,,false,,,activities/13100210855.fit.gz,,,5320.0,2973.0,13786.6,8.466,4.637,75.0,73.0,-1.4,19.8,32.6,0.0,,,,,,,,,375.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.591,3358.5,,,,,,,,,,,,,,,,,""
12289036191,"Jul 3, 2024, 2:47:41 PM",Afternoon Run,Run,,2089,5.01,,,false,,,activities/13100210994.fit.gz,,,2089.0,2073.0,5015.0,3.763,2.419,17.0,12.0,0.4,10.8,18.9,0.1,,,79.0,72.0,,,,,412.0,,,,,,,,,,,,,,,,0.0,,1.0,5068.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.401,2928.8,,,,4912.0,,,,,2.445,,,,,,,,""
12289036242,"Aug 4, 2024, 8:16:14 AM",Morning Hike,Hike,,22185,13.63,,,false,,,activities/13100210924.fit.gz,,,22185.0,13159.0,13632.4,1.87,1.036,476.0,60.0,402.4,835.4,44.6,3.1,,,80.0,51.0,,,,,2774.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.614,0.0,,,,19614.0,,,,,,,19614.0,,,,,,""
12289036284,"Aug 18, 2024, 9:47:29 AM",Lunch Workout,Workout,,690,0,,,false,,,activities/13100211056.fit.gz,,,690.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,78.0,,,,,,""
12289036314,"Aug 6, 2024, 6:40:29 AM",Morning Hike,Hike,,1725,0.98,,,false,,,activities/13100211100.fit.gz,,,1725.0,1017.0,986.0,1.27,0.97,20.0,6.0,802.2,823.4,47.6,1.8,,,79.0,48.0,,,,,199.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.572,0.0,,,,1550.0,,,,,,,1550.0,,,,,,""
12289036315,"Aug 5, 2024, 3:06:10 PM",Afternoon Hike,Hike,,2036,1.95,,,false,,,activities/13100211034.fit.gz,,,2036.0,1917.0,1957.1,1.46,1.021,2.0,54.0,801.0,854.6,18.2,-2.6,,,97.0,50.0,,,,,250.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.961,0.0,,,,2944.0,,,,,,,2944.0,,,,,,""
